100 1010.101010
200 262.416509
300 117.664939
400 66.676509
500 43.696108
600 29.855351
700 22.029731
800 16.531453
900 11.584756
1000 9.133796
1100 7.576906
1200 6.370380
1300 5.420877
1400 4.673618
1500 4.065652
1600 3.584769
1700 3.215920
1800 2.825290
1900 2.544911
2000 2.304498
2100 2.079318
2200 1.901430
2300 1.733364
2400 1.592600
2500 1.468653
2600 1.357058
2700 1.262818
2800 1.176651
2900 1.091869
3000 1.021606
3100 0.956168
3200 0.897803
3300 0.844010
3400 0.795666
3500 0.751994
3600 0.710335
3700 0.672145
3800 0.637040
3900 0.602865
4000 0.574800
4100 0.546830
4200 0.522000
4300 0.497836
4400 0.474906
4500 0.455235
4600 0.434849
4700 0.416904
4800 0.399901
4900 0.383200
5000 0.368380
5100 0.353786
5200 0.340883
5300 0.327811
5400 0.315904
5500 0.304924
5600 0.293817
5700 0.283409
5800 0.274465
5900 0.264591
6000 0.255728
6100 0.247746
6200 0.239557
6300 0.232054
6400 0.224854
6500 0.217756
6600 0.211315
6700 0.205539
6800 0.199313
6900 0.193528
7000 0.188140
7100 0.182743
7200 0.177521
7300 0.172559
7400 0.168065
7500 0.163584
7600 0.159539
7700 0.155424
7800 0.151446
7900 0.147472
8000 0.144280
8100 0.140293
8200 0.137045
8300 0.133764
8400 0.130636
8500 0.127505
8600 0.124598
8700 0.121717
8800 0.118981
8900 0.116378
9000 0.113731
9100 0.111301
9200 0.108902
9300 0.106615
9400 0.104302
9500 0.102025
9600 0.100005
9700 0.097948
9800 0.095929
9900 0.093990
10000 0.092146
