50 7 62515.628907
100 11 27782.408179
150 12 18521.948509
200 13 14288.163685
250 16 11629.529702
300 16 9616.864133
350 18 8065.817067
400 19 7143.979768
450 19 6330.155595
500 19 5682.722251
550 21 5155.436408
600 20 4802.741028
650 25 4416.541234
700 25 4168.977264
750 25 3881.764619
800 25 3673.849323
850 25 3436.187911
900 25 3317.324355
950 25 3119.275140
1000 25 2960.865088
1050 25 2832.103778
1100 25 2733.106235
1150 25 2604.347180
1200 25 2485.517651
1250 25 2366.688122
1300 25 2287.468436
1350 25 2208.248750
1400 25 2119.126603
1450 25 2020.122000
1500 28 1940.882309
1550 25 1891.370005
1600 29 1792.363147
1650 33 1911.174927
1700 25 1723.028173
1750 25 1653.710947
1800 29 1614.101104
1850 31 1554.701735
1900 29 1505.188941
1950 31 1485.369114
2000 29 1445.773588
2050 31 1425.954350
2100 33 1376.442046
2150 34 1356.637124
2200 32 1307.137764
2250 32 1287.319899
2300 32 1247.710056
2350 33 1237.807595
2400 34 1227.905134
2450 34 1178.392831
2500 35 1168.490370
2550 34 1138.782988
2600 38 1109.075605
2650 34 1099.173145
2700 35 1079.368223
2750 36 1069.465762
2800 38 1039.758380
2850 37 1019.953458
2900 38 1000.148537
2950 37 990.246076
3000 37 970.441155
3050 35 960.538694
3100 37 940.733772
3150 37 930.831312
3200 38 911.026390
3250 37 901.123929
3300 39 881.319008
3350 39 871.416547
3400 38 861.522617
3450 37 841.717500
3500 38 841.709165
3550 38 823.650537
3600 38 812.001782
3650 37 802.107265
3700 38 784.429083
3750 41 772.391939
3800 39 772.391939
3850 39 762.489479
3900 38 742.691912
3950 37 735.402265
4000 41 722.879636
4050 40 722.879636
4100 41 712.977175
4150 39 703.081676
4200 39 693.172253
4250 40 683.269793
4300 38 683.269793
4350 41 666.764720
4400 43 663.464871
4450 41 663.464871
4500 42 653.562410
4550 41 643.659949
4600 42 633.763765
4650 43 623.855028
4700 38 617.737903
4750 41 613.952567
4800 43 604.050106
4850 41 604.050106
4900 40 598.133040
4950 42 584.245185
5000 39 584.245185
5050 40 574.342724
5100 43 564.440263
5150 41 564.440263
5200 43 564.440263
5250 43 558.911202
5300 43 554.537803
5350 43 544.635342
5400 41 534.732881
5450 41 529.494823
5500 42 529.494823
5550 43 524.830420
5600 40 519.684267
5650 42 514.927960
5700 45 505.025499
5750 45 505.025499
5800 45 505.025499
5850 43 490.272984
5900 45 490.268177
5950 44 495.123038
6000 42 480.467524
6050 41 475.318117
6100 43 470.662065
6150 39 470.662065
6200 44 465.415656
6250 41 460.856605
6300 42 465.415656
6350 44 460.852086
6400 45 451.046723
6450 43 445.610734
6500 44 445.610734
6550 44 441.241359
6600 45 445.610734
6650 44 435.712588
6700 42 427.250835
6750 44 427.250835
6800 45 425.810029
6850 44 421.634766
6900 43 417.540589
6950 44 415.903352
7000 42 411.829307
7050 43 411.829307
7100 50 406.000891
7150 50 398.120096
7200 46 402.023847
7250 45 396.098430
7300 46 396.102353
7350 44 392.218387
7400 41 386.199794
7450 45 382.412928
7500 46 382.412928
7550 50 372.603814
7600 43 378.699604
7650 45 378.699604
7700 46 376.297235
7750 44 372.603814
7800 44 372.603814
7850 47 366.394676
7900 46 362.802008
7950 48 362.802008
8000 44 356.488587
8050 44 359.279111
8100 47 359.279111
8150 46 356.492118
8200 47 343.191089
8250 45 346.586127
8300 50 333.385629
8350 45 333.385629
8400 42 333.382360
8450 45 333.385629
8500 44 333.382360
8550 45 330.148373
8600 43 330.148373
8650 42 366.391048
8700 45 317.356516
8750 45 320.438126
8800 45 320.438126
8850 45 323.580169
8900 46 316.881882
8950 47 316.881882
9000 46 317.356516
9050 44 310.727880
9100 46 301.017634
9150 44 306.979323
9200 44 303.969250
9250 45 303.969250
9300 46 303.969250
9350 46 297.073823
9400 50 301.017634
9450 49 303.969250
9500 50 303.969250
9550 50 303.969250
9600 47 301.017634
9650 44 297.073823
9700 50 297.076765
9750 50 291.304559
9800 50 294.163790
9850 48 291.307388
9900 50 291.307388
9950 50 287.174206
10000 50 301.017634
