0	 25.146618	 29.128372	 33.474464	  0.577840	 -0.789547	 -0.206679	
1	 11.263153	 40.193729	  5.749956	 -0.059380	  0.916444	 -0.408741	
2	 27.604683	 39.960579	 19.335789	  0.615115	 -0.471734	  0.631744	
3	  3.353812	 29.339073	 35.491840	  0.398030	 -0.901502	  0.169900	
4	 39.210148	 34.086002	 30.092525	  0.693696	 -0.324204	 -0.643178	
5	 13.697429	 31.342237	  5.759523	  0.079460	  0.993987	 -0.075334	
6	 25.801083	 31.648502	 11.060234	 -0.995711	  0.090745	 -0.018036	
7	 33.053665	 27.594906	 14.100531	  0.275425	 -0.625543	  0.729957	
8	 30.927380	 22.188732	 31.666893	 -0.119208	  1.013300	 -0.651100	
9	 25.478245	 41.750130	 47.433449	 -0.390258	 -0.883464	 -0.259211	
10	 24.229666	 43.374779	 27.971752	 -0.180628	 -0.515322	  0.837745	
11	 26.714756	 19.715385	 23.657288	 -0.139570	 -0.772638	  0.619315	
12	 43.642036	 23.976049	 30.726368	  0.397524	  0.156900	  0.904078	
13	 42.084904	 38.081165	 31.726723	 -0.871050	  0.491012	  0.013355	
14	 21.120300	 44.247391	 40.458584	 -0.396052	  0.847900	  0.352433	
15	 45.032249	 38.985638	 24.806454	 -0.646394	 -0.572870	 -0.503980	
16	  7.259763	 13.024960	 15.980872	 -0.480230	 -0.745802	  0.461691	
17	  3.852415	 11.321534	 23.925207	 -0.358599	 -0.042231	  0.932536	
18	  3.657889	 12.738145	 18.852322	  0.905691	 -0.378111	 -0.191719	
19	 28.032158	 26.839329	  6.276984	  0.949474	  0.262901	  0.171414	
20	 24.474798	 31.836760	 23.580757	 -0.436640	  0.462918	  0.771397	
21	  5.102195	  8.712919	 32.864662	  0.536328	 -0.554549	 -0.636260	
22	  0.063725	 44.322083	 30.001966	  0.319892	 -0.944367	  0.076417	
23	 14.398533	 19.539345	 47.154907	 -0.190574	 -0.239733	  0.951950	
24	 39.326580	 45.772568	  7.250028	  0.329998	  0.946780	 -0.836123	
25	 38.892906	 18.339077	 41.697830	  0.411136	 -0.884747	  0.219523	
26	 19.004276	 12.070118	 14.276653	 -0.060888	 -0.810805	  0.582141	
27	  9.999939	 29.012251	  1.656073	  0.700761	 -0.665413	 -0.257217	
28	 19.253799	 39.390656	  6.943089	  0.625765	 -0.592960	 -0.506771	
29	 31.631493	  7.501894	 41.069092	 -0.620280	 -0.300391	  0.724582	
30	 42.693886	 15.418818	 29.735523	  0.999982	  0.001215	  0.005850	
31	 43.128342	 25.492252	  5.454718	 -0.200750	 -0.921226	  0.938395	
32	 36.202602	  3.492348	 41.531319	  0.357483	 -0.458663	 -0.813532	
33	 40.779282	 37.286762	 37.174244	  0.448709	 -0.669303	  0.592194	
34	  0.822150	  7.085987	 45.502625	 -0.022682	  0.159080	  0.987005	
35	 38.042465	  3.760907	  9.370139	 -1.109288	  0.601110	 -0.188727	
36	  0.228298	  8.770621	 43.230331	 -0.337418	 -0.905525	 -0.257242	
37	 12.320149	 28.625877	  2.417001	 -0.961943	 -0.163304	 -0.219083	
38	 26.903843	  6.965256	 18.071312	 -0.380991	 -0.293313	 -0.876820	
39	 28.398762	 22.699734	 41.015415	  0.599828	  0.538404	 -0.591885	
40	 27.390768	  5.688587	 13.493931	 -0.979376	 -0.095045	 -0.178296	
41	  7.150055	 22.920452	 16.549294	 -0.781559	 -0.121119	 -0.611961	
42	  7.935389	 27.413765	 19.837681	  0.039039	 -0.343063	 -0.866660	
43	 46.321194	 24.683201	 35.711906	 -0.160736	 -0.118558	 -0.802937	
44	 21.309399	 25.830929	  7.501015	  0.623498	 -0.641929	 -0.446293	
45	 12.457744	 25.969721	 29.665382	 -0.246379	  0.964990	 -0.089956	
46	 45.754463	 11.495131	 30.093985	  0.532869	  0.830992	  0.159698	
47	  1.131064	 22.808994	 13.933653	  0.132398	  0.019747	  0.991000	
48	 18.535326	 19.849874	 31.400362	  0.523148	 -0.803926	  0.282876	
49	 47.731346	 33.030441	  9.365166	 -0.574246	 -0.421061	  0.161111	
50	  8.605110	  6.301426	 33.222340	 -0.105766	  0.033553	  0.993825	
51	 33.471077	 38.346214	 11.577682	 -0.298464	  0.169024	 -0.421851	
52	 38.959198	 11.194458	  8.507776	  0.271136	 -0.162116	  0.392215	
53	 34.672413	 11.867311	 46.995964	  0.124046	 -0.673200	 -0.728981	
54	 35.578522	  4.225563	 29.404816	 -0.586666	  0.155008	  0.794855	
55	  4.403521	 23.933281	 25.564133	  0.018875	  0.727778	 -0.685553	
56	 30.088509	 20.588676	 20.319633	  1.307257	  0.152945	 -0.300265	
57	  8.324253	 30.684292	 24.271606	 -0.503756	 -0.437863	 -0.744651	
58	 38.156563	 12.188265	 23.366159	  0.391181	 -0.717315	  0.576573	
59	 30.408939	 18.471708	  4.565815	 -0.623164	 -0.677765	 -0.390259	
60	  2.219445	 24.127148	 26.448124	  0.415441	  0.033516	  0.909003	
61	 19.263115	 24.545147	 20.798794	 -0.001752	 -0.042335	  0.213140	
62	 21.350842	 12.715576	  9.478714	 -0.065374	 -0.627318	 -0.405648	
63	 12.557482	  7.743468	  8.485727	  0.451168	  0.852531	  0.263892	
64	  4.733410	 19.595078	  0.845061	 -0.725179	 -0.637443	  0.260349	
65	 41.542065	 18.155685	 33.175976	  0.195824	  0.001218	 -0.980638	
66	  0.360213	  1.732425	 24.834530	 -0.925769	  0.373612	  0.058019	
67	 22.658081	 30.665810	 10.065622	  0.058605	 -0.860897	  0.505393	
68	 47.418377	 13.007750	 14.282467	 -0.742025	  0.100833	  0.210892	
69	 25.014784	 14.765531	 42.980042	 -0.063008	  0.398090	 -0.064284	
70	 23.129055	 36.972374	 35.903786	 -0.609285	 -0.786878	  0.097954	
71	 14.708405	 22.114159	 43.907970	  0.997350	 -0.043316	 -0.058447	
72	 36.882053	 12.379847	 29.724707	 -0.803928	  0.306918	  0.509413	
73	  7.816898	 45.152538	 30.817236	  0.576786	 -0.749401	  0.325140	
74	  6.854448	  3.403378	 37.588173	 -0.881067	  0.002182	 -0.472987	
75	 43.922733	  4.920285	 34.933731	  0.355532	  0.791077	  0.497789	
76	 33.908131	 19.230968	 24.211857	 -0.499496	 -0.121648	 -0.857733	
77	 16.413101	 38.702309	 28.558395	  0.522617	  0.812904	  0.257019	
78	  9.313902	  3.075642	 40.220856	  0.985561	 -0.151620	  0.075367	
79	 33.049156	 34.592464	 25.369961	  0.530119	  0.734876	  0.423003	
80	  7.927510	 22.578533	 47.119808	  0.301321	 -0.031084	  0.953016	
81	  2.522026	 31.159338	  4.759853	  0.468981	 -0.836803	  0.282518	
82	 38.785507	 22.312075	  6.881510	  1.180938	 -0.313853	  1.160991	
83	  3.675373	 27.566961	 38.627327	 -0.295254	 -0.620448	  0.726546	
84	 20.081753	 38.164810	 40.302467	  0.655012	  0.496732	 -0.569400	
85	 30.807533	 29.690575	 44.171906	  0.690460	 -0.293041	  0.661356	
86	 23.199169	  4.716342	  5.189735	 -0.045022	  0.288340	 -0.956469	
87	 12.686401	 17.251699	 45.585381	 -0.094600	  0.187947	 -0.977613	
88	 14.075340	  2.131027	 24.172348	 -0.928492	 -0.329779	  0.170731	
89	 29.650412	 38.583199	 13.484141	  0.648696	 -0.257581	  0.775556	
90	 15.035669	 26.623734	  3.471006	  0.762319	  0.645694	  0.044145	
91	 22.714510	 32.881439	 10.606785	  0.927155	  0.363882	  0.089300	
92	  2.535488	 32.947220	 34.577003	  0.407343	  0.637708	  0.653758	
93	 24.796627	 31.341091	 16.084255	 -0.419632	  0.135350	  0.897546	
94	  0.837097	 40.309170	  1.299659	  0.465950	  0.157230	 -0.856511	
95	 38.829735	  1.022358	  3.362152	  0.772403	 -0.323064	 -0.546831	
96	 20.846117	  1.157589	 25.018639	 -0.586818	  0.547343	 -0.596707	
97	  5.262691	 46.060993	 47.918129	 -0.276177	  0.295300	 -0.914617	
98	 25.172012	 15.956647	 29.356522	  0.807614	 -0.333913	  0.486068	
99	 12.199105	 25.515223	 26.991272	 -1.050927	 -0.254300	  0.765658	
100	  9.163410	 35.492981	 39.080807	 -0.600975	  0.576006	 -0.554118	
101	 17.237003	  1.122381	 24.286301	 -0.297935	  0.234212	  0.925408	
102	 27.918634	 15.246759	  9.065100	  0.314350	 -0.557589	  0.830114	
103	 20.521202	 20.420692	 37.083755	  0.824800	  0.352786	  0.441867	
104	 36.422115	 27.807873	  3.040169	  0.579745	  0.762772	 -0.286487	
105	 41.953938	 26.788679	 43.479206	  0.035901	  0.358703	 -0.932761	
106	 45.029942	 21.756134	 36.743881	  0.222615	 -0.463405	  0.857729	
107	 44.056065	 16.606926	 43.152473	  0.521119	  0.491395	 -0.697829	
108	 44.790764	 30.241505	  7.417492	 -0.715451	 -0.137300	  0.685039	
109	 29.140381	 12.279065	  5.063048	 -0.892979	  0.152708	 -0.423401	
110	 43.601547	  7.362665	 29.085335	 -0.848503	  0.207707	 -0.486725	
111	  9.840055	 41.834309	 28.250534	  0.673117	 -0.158872	 -0.722270	
112	 31.457291	 45.894253	 36.623703	 -0.241761	 -0.904415	  0.351546	
113	 22.237698	  1.141137	 38.503113	 -0.743745	 -0.366298	 -0.559168	
114	 38.647713	 13.723690	 41.397800	  0.180365	 -0.980338	 -0.080041	
115	 39.151039	 25.350813	 24.261375	  0.909064	 -0.214206	 -0.579709	
116	 43.764996	 33.707752	 14.855690	 -0.289044	 -0.611312	  0.736716	
117	 25.093700	 43.186890	 41.280819	  0.527357	  0.741927	  0.414052	
118	 38.050346	 36.933346	 19.944912	 -0.573030	 -0.423625	 -0.701554	
119	 15.959413	 17.348579	 17.878469	  0.451951	  0.673660	  0.584741	
120	 17.204052	 44.206337	 17.626747	 -0.532165	 -0.743510	  0.404961	
121	 33.524014	  4.439371	 22.956997	 -0.210544	  0.104859	  0.971944	
122	 10.322895	 20.182388	 37.795280	 -0.463418	  0.133094	  0.810296	
123	 29.109077	 43.624302	 30.246384	 -0.374310	  0.102199	 -0.921655	
124	 28.256657	 19.566711	 43.477478	  0.283018	  0.181815	 -0.941724	
125	  0.616639	 25.402149	  8.819613	  0.280999	  0.959183	 -0.031739	
126	 41.605724	 45.739239	 18.773373	 -0.801785	  1.028736	  0.271357	
127	  3.750793	  0.944661	  8.852771	  0.982270	 -0.244541	  0.065850	
128	 15.876301	 33.188000	 33.567299	  0.766416	 -0.064785	 -0.639069	
129	 43.065655	 25.570324	  4.141644	 -0.068391	 -0.666096	  0.742724	
130	 14.761661	 12.868345	 20.975044	  0.956092	  0.023922	 -0.292089	
131	 17.375580	  5.634196	 29.640850	 -0.512379	  0.801151	 -0.309232	
132	  2.779093	 28.219784	 13.485092	 -0.518072	 -0.259544	  0.815008	
133	  7.618277	 33.332306	 34.568718	  0.019662	 -0.628178	 -1.157597	
134	 20.893585	 36.926746	 38.480190	  0.407749	  0.903521	  0.131878	
135	 42.678688	  5.570709	 17.954485	 -0.747949	  0.105857	  0.655261	
136	 22.034082	  1.055951	  3.012534	  0.446060	 -0.513603	  0.732968	
137	 22.591099	 14.964117	 19.963240	  0.124462	 -0.221497	  1.171792	
138	 21.345407	  8.454100	 37.776310	  0.019925	 -1.072676	  0.679672	
139	 17.410789	 43.829041	 21.894791	 -0.858877	  0.236007	 -0.454567	
140	 28.142492	 40.003143	 45.262871	 -0.160870	  0.126585	 -0.978824	
141	 14.647036	  8.743740	  1.418008	 -0.542888	 -0.798973	 -0.258678	
142	 46.933964	  2.963045	 29.681070	 -0.539294	  0.704510	  0.015920	
143	 30.607239	 13.003143	 11.601209	 -0.921081	 -0.694850	  0.045740	
144	 11.396843	 14.629005	 44.672729	  0.132961	 -0.197942	 -0.971154	
145	 33.628220	 25.700392	 47.702824	 -0.154813	  0.710023	  0.686950	
146	 14.942873	 41.913311	 27.153122	  0.902775	 -0.147738	 -0.403945	
147	 29.997696	 14.657177	 21.994041	 -0.071365	 -0.418136	 -0.905577	
148	  8.811370	 29.392639	  5.987759	  0.956864	 -0.103619	  0.271429	
149	 46.755493	  9.689127	 12.519039	 -0.771199	 -0.611159	 -0.263503	
150	 23.190296	 17.093288	  9.555859	 -0.825605	 -0.111269	 -0.553169	
151	 20.343805	 20.326166	 30.038801	  0.589653	  0.803952	  0.077266	
