160.000000	160.000000	160.000000	
160.000000	160.000000	160.000000	
160.000000	160.000000	160.000000	
160.000000	160.000000	160.000000	
160.000000	160.000000	160.000000	
160.000000	160.000000	160.000000	
160.000000	160.000000	160.000000	
160.082321	159.986526	159.987579	
160.082321	159.986526	159.987579	
130.686890	150.054611	181.805496	
108.441917	199.972702	160.524155	
 83.764153	199.620651	124.458000	
 83.764153	199.620651	124.458000	
 83.764153	199.620651	124.458000	
 83.764153	199.620651	124.458000	
 83.764153	199.620651	124.458000	
 82.819160	213.201828	126.174080	
 82.819160	213.201828	126.174080	
 82.819160	213.201828	126.174080	
 82.819160	213.201828	126.174080	
 82.819160	213.201828	126.174080	
 82.819160	213.201828	126.174080	
 82.819160	213.201828	126.174080	
 82.819160	213.201828	126.174080	
 82.824074	213.220947	126.176430	
 82.824074	213.220947	126.176430	
 82.824074	213.220947	126.176430	
 82.824074	213.220947	126.176430	
 82.824074	213.220947	126.176430	
 82.824074	213.220947	126.176430	
 82.824074	213.220947	126.176430	
 82.824074	213.220947	126.176430	
 82.824074	213.220947	126.176430	
129.262283	277.957062	192.572418	
129.262283	277.957062	192.572418	
129.262283	277.957062	192.572418	
129.262283	277.957062	192.572418	
129.262283	277.957062	192.572418	
129.262283	277.957062	192.572418	
129.299667	277.949646	192.507614	
129.299667	277.949646	192.507614	
129.299667	277.949646	192.507614	
129.299667	277.949646	192.507614	
129.299667	277.949646	192.507614	
129.299667	277.949646	192.507614	
129.299667	277.949646	192.507614	
129.299667	277.949646	192.507614	
129.299667	277.949646	192.507614	
129.299667	277.949646	192.507614	
129.299667	277.949646	192.507614	
129.299667	277.949646	192.507614	
129.309586	277.922760	192.514236	
143.191940	287.638214	163.118774	
143.191940	287.638214	163.118774	
143.191940	287.638214	163.118774	
143.191940	287.638214	163.118774	
143.191940	287.638214	163.118774	
143.191940	287.638214	163.118774	
143.191940	287.638214	163.118774	
176.173248	314.464539	182.652390	
176.173248	314.464539	182.652390	
176.173248	314.464539	182.652390	
176.173248	314.464539	182.652390	
176.173248	314.464539	182.652390	
176.173248	314.464539	182.652390	
176.173248	314.464539	182.652390	
176.173248	314.464539	182.652390	
169.040497	321.383057	197.068390	
169.040497	321.383057	197.068390	
169.040497	321.383057	197.068390	
169.040497	321.383057	197.068390	
169.040497	321.383057	197.068390	
169.040497	321.383057	197.068390	
169.040497	321.383057	197.068390	
169.040497	321.383057	197.068390	
169.040497	321.383057	197.068390	
169.040497	321.383057	197.068390	
169.040497	321.383057	197.068390	
169.040497	321.383057	197.068390	
169.040497	321.383057	197.068390	
169.040497	321.383057	197.068390	
169.040497	321.383057	197.068390	
