100 12050.080133
200 9260.631205
300 7576.963002
400 6330.115525
500 5435.609767
600 4697.218490
700 4075.235110
800 3652.286411
900 3249.241180
1000 2945.727948
1100 2686.968204
1200 2458.078320
1300 2273.971239
1400 2104.791760
1500 1955.515749
1600 1806.239737
1700 1711.698263
1800 1592.285377
1900 1502.711848
2000 1413.146241
2100 1323.580634
2200 1243.966761
2300 1174.304623
2400 1124.545952
2500 1094.690750
2600 1034.980345
2700 995.173409
2800 960.342340
2900 910.583669
3000 875.752600
3100 836.757934
3200 806.094472
3300 776.239121
3400 746.380057
3500 717.931960
3600 693.175685
3700 668.419411
3800 646.862716
3900 621.983381
4000 602.082908
4100 582.176444
4200 562.272976
4300 544.638039
4400 527.444531
4500 507.538439
4600 490.174235
4700 482.661505
4800 477.683236
4900 460.466705
5000 452.806154
5100 440.661686
5200 430.759176
5300 417.972832
5400 408.929442
5500 398.071344
5600 389.221999
5700 379.368278
5800 373.191885
5900 363.240102
6000 353.288318
6100 349.807113
6200 338.360643
6300 330.099670
6400 323.432967
6500 313.481184
6600 305.465367
6700 295.611645
6800 290.684784
6900 283.625833
7000 289.259642
7100 283.625833
7200 278.649941
7300 272.319019
7400 268.698157
7500 263.722266
7600 258.746374
7700 254.940702
7800 251.269898
7900 247.562745
8000 242.611490
8100 237.660235
8200 234.182897
8300 228.891023
8400 225.524467
8500 221.707642
8600 215.719055
8700 212.902906
8800 206.927132
8900 203.000446
9000 199.035672
9100 195.151462
9200 194.058815
9300 200.030248
9400 196.108232
9500 193.097985
9600 190.272675
9700 188.147686
9800 187.219786
9900 182.292950
10000 181.400115
